timestamp,price,quantity
9679,4274,4
9686,4275,5
9708,4278,7
9722,4274,10
9725,4273,9
9730,4274,4
9736,4274,10
9736,4274,5
9741,4275,8
9746,4274,10
9768,4273,8
9777,4274,7
9787,4275,6
9790,4274,10
9791,4275,5
9804,4272,9
9806,4272,5
9813,4272,5
9829,4270,7
9844,4269,8
9858,4268,6
9859,4269,7
9863,4270,8
9884,4267,7
9886,4267,8
9893,4267,9
9909,4267,5
9919,4268,6
9938,4267,8
9945,4267,8
9959,4269,7
9964,4267,6
9973,4267,6
9980,4270,7
9981,4268,7
9985,4270,6
9988,4269,9
9991,4270,5
9997,4269,5
