timestamp,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3
432,2028,28,,,,,2029,2,2031,28,,
433,2028,20,,,,,2031,20,,,,
434,2028,29,,,,,2029,1,2032,29,,
435,2028,24,,,,,2031,1,2032,23,,
436,2028,21,,,,,2030,8,2032,21,,
437,2028,36,,,,,2031,28,,,,
438,2027,25,,,,,2031,25,,,,
439,2028,34,,,,,2031,28,,,,
440,2028,26,,,,,2031,26,,,,
441,2028,29,,,,,2031,30,,,,
442,2028,22,,,,,2031,22,,,,
443,2028,32,,,,,2031,25,,,,
444,2028,31,,,,,2031,30,,,,
445,2028,27,,,,,2031,27,,,,
446,2028,23,,,,,2031,23,,,,
447,2028,31,,,,,2031,24,,,,
448,2028,24,,,,,2031,24,,,,
449,2030,9,2028,26,,,2032,26,,,,
450,2029,1,2028,26,,,2032,27,,,,
451,2029,27,,,,,2032,27,,,,
452,2029,27,,,,,2032,27,,,,
453,2029,28,,,,,2032,29,,,,
454,2029,28,,,,,2032,28,,,,
455,2029,24,,,,,2032,24,,,,
456,2029,25,,,,,2031,2,2032,25,,
457,2029,30,,,,,2032,30,,,,
458,2029,26,,,,,2032,26,,,,
459,2029,22,,,,,2031,8,2032,22,,
460,2029,27,,,,,2032,27,,,,
461,2029,26,,,,,2032,2,2033,25,,
462,2031,10,2029,30,,,2033,28,,,,
463,2029,23,,,,,2031,4,2033,23,,
464,2031,10,2029,26,,,2033,26,,,,
465,2030,24,,,,,2033,25,,,,
466,2030,2,2029,21,,,2033,23,,,,
467,2030,26,,,,,2033,23,,,,
468,2030,18,,,,,2033,23,,,,
469,2032,1,2030,2,2029,26,2033,28,,,,
470,2029,20,,,,,2033,20,,,,
471,2029,24,,,,,2030,1,2032,7,2033,24
472,2031,4,2029,29,,,2033,29,,,,
473,2030,24,,,,,2033,24,,,,
474,2030,26,,,,,2032,2,2033,26,,
475,2030,28,,,,,2033,28,,,,
476,2030,21,,,,,2033,21,,,,
477,2030,1,2029,23,,,2032,3,2033,24,,
478,2029,22,,,,,2033,22,,,,
479,2029,21,,,,,2033,21,,,,
480,2029,29,,,,,2033,29,,,,
481,2029,29,,,,,2033,29,,,,
482,2030,8,2029,26,,,2033,26,,,,
483,2031,1,2029,29,,,2032,29,,,,
484,2031,1,2029,22,,,2032,22,,,,
485,2029,25,,,,,2032,25,,,,
486,2029,24,,,,,2032,22,,,,
487,2029,21,,,,,2032,21,,,,
488,2029,33,,,,,2032,31,,,,
489,2029,24,,,,,2032,1,2033,24,,
490,2029,29,,,,,2032,29,,,,
491,2029,26,,,,,2032,26,,,,
492,2029,31,,,,,2032,25,,,,
493,2031,1,2029,33,,,2032,29,,,,
494,2031,1,2029,22,,,2032,22,,,,
495,2029,23,,,,,2032,23,,,,
496,2029,22,,,,,2031,4,2032,22,,
497,2029,24,,,,,2032,24,,,,
498,2029,22,,,,,2032,1,2033,21,,
499,2029,22,,,,,2033,22,,,,
500,2029,30,,,,,2032,30,,,,
501,2031,10,2029,32,,,2032,32,,,,
502,2029,2,2028,23,,,2032,25,,,,
503,2031,2,2029,26,,,2032,26,,,,
504,2029,30,,,,,2032,30,,,,
505,2029,30,,,,,2032,29,,,,
506,2031,1,2029,24,,,2032,24,,,,
507,2029,25,,,,,2032,25,,,,
508,2029,31,,,,,2032,24,,,,
509,2029,27,,,,,2031,5,2032,27,,
510,2029,24,,,,,2031,4,2032,24,,
511,2029,27,,,,,2031,1,2032,27,,
512,2029,35,,,,,2032,32,,,,
513,2029,25,,,,,2032,25,,,,
514,2029,23,,,,,2033,23,,,,
515,2029,22,,,,,2032,22,,,,
516,2029,31,,,,,2031,5,2032,31,,
517,2029,37,,,,,2032,32,,,,
518,2029,26,,,,,2032,26,,,,
519,2029,27,,,,,2031,7,2032,27,,
520,2029,17,,,,,2032,24,,,,
521,2029,30,,,,,2032,30,,,,
522,2029,28,,,,,2031,2,2032,28,,
523,2029,19,,,,,2032,21,,,,
524,2030,6,2029,24,,,2032,24,,,,
525,2029,31,,,,,2033,31,,,,
526,2029,24,,,,,2033,24,,,,
527,2029,29,,,,,2033,29,,,,
528,2029,24,,,,,2033,24,,,,
529,2029,31,,,,,2033,31,,,,
530,2030,4,2029,28,,,2033,28,,,,
531,2029,31,,,,,2033,31,,,,
532,2029,31,,,,,2033,31,,,,
533,2030,1,2029,23,,,2031,7,2033,24,,
534,2029,23,,,,,2030,1,2033,23,,
535,2029,26,,,,,2031,1,2033,26,,
536,2029,26,,,,,2033,23,,,,
537,2029,27,,,,,2032,2,2033,25,,
538,2029,25,,,,,2030,4,2032,25,,
539,2029,28,,,,,2031,7,2033,28,,
540,2029,24,,,,,2032,22,,,,
541,2029,4,2028,23,,,2032,23,,,,
542,2028,21,,,,,2032,21,,,,
543,2028,25,,,,,2032,25,,,,
544,2028,24,,,,,2029,1,2032,24,,
545,2028,29,,,,,2029,1,2032,29,,
546,2029,2,2028,26,,,2032,28,,,,
547,2029,21,,,,,2032,21,,,,
548,2029,24,,,,,2031,6,2032,24,,
549,2029,29,,,,,2031,3,2032,29,,
550,2029,28,,,,,2032,27,,,,
551,2029,31,,,,,2032,31,,,,
552,2029,25,,,,,2032,25,,,,
553,2029,25,,,,,2032,25,,,,
554,2029,23,,,,,2032,23,,,,
555,2029,26,,,,,2032,26,,,,
556,2029,28,,,,,2032,28,,,,
557,2029,21,,,,,2032,21,,,,
558,2029,23,,,,,2032,2,2033,21,,
559,2029,24,,,,,2033,24,,,,
560,2029,22,,,,,2032,22,,,,
561,2029,30,,,,,2032,30,,,,
562,2029,28,,,,,2032,28,,,,
563,2029,23,,,,,2031,8,2032,23,,
564,2029,23,,,,,2032,23,,,,
565,2029,33,,,,,2032,25,,,,
566,2029,27,,,,,2032,27,,,,
567,2029,24,,,,,2032,25,,,,
568,2029,30,,,,,2032,24,,,,
569,2029,20,,,,,2032,20,,,,
570,2029,25,,,,,2032,25,,,,
571,2029,27,,,,,2032,27,,,,
572,2029,26,,,,,2032,26,,,,
573,2029,25,,,,,2032,25,,,,
574,2029,27,,,,,2031,4,2033,28,,
575,2029,31,,,,,2033,31,,,,
576,2029,29,,,,,2033,29,,,,
577,2029,30,,,,,2033,30,,,,
578,2030,28,,,,,2033,28,,,,
579,2030,32,,,,,2033,32,,,,
580,2032,4,2030,23,,,2033,23,,,,
581,2030,31,,,,,2033,24,,,,
582,2030,32,,,,,2033,26,,,,
583,2030,2,2029,21,,,2033,23,,,,
584,2029,21,,,,,2030,4,2032,21,,
585,2029,32,,,,,2032,1,2033,29,,
586,2029,29,,,,,2031,3,2032,2,2033,27
587,2031,10,2029,25,,,2032,1,2033,24,,
588,2029,24,,,,,2031,8,2032,2,2033,22
589,2029,22,,,,,2032,22,,,,
590,2029,26,,,,,2032,26,,,,
591,2029,30,,,,,2032,30,,,,
592,2030,3,2029,31,,,2032,31,,,,
593,2030,2,2029,30,,,2032,30,,,,
594,2029,28,,,,,2032,28,,,,
595,2029,29,,,,,2032,29,,,,
596,2029,29,,,,,2032,25,,,,
597,2029,28,,,,,2031,8,2032,28,,
598,2029,20,,,,,2030,5,2033,20,,
599,2029,24,,,,,2032,24,,,,
600,2029,31,,,,,2032,31,,,,
601,2029,16,,,,,2032,25,,,,
602,2030,4,2029,22,,,2032,22,,,,
603,2029,24,,,,,2032,24,,,,
604,2030,6,2029,25,,,2032,25,,,,
605,2029,22,,,,,2032,22,,,,
606,2029,27,,,,,2032,27,,,,
607,2029,31,,,,,2032,31,,,,
608,2029,25,,,,,2031,8,2032,25,,
609,2029,25,,,,,2032,25,,,,
610,2029,23,,,,,2032,31,,,,
611,2029,32,,,,,2032,32,,,,
612,2029,30,,,,,2031,7,2032,30,,
613,2028,31,,,,,2032,31,,,,
614,2028,28,,,,,2031,2,2032,26,,
615,2028,29,,,,,2032,29,,,,
616,2028,26,,,,,2030,4,2032,26,,
617,2031,1,2029,1,2028,22,2032,23,,,,
618,2029,2,2028,29,,,2032,29,,,,
619,2029,2,2028,23,,,2032,25,,,,
620,2029,23,,,,,2032,23,,,,
621,2029,25,,,,,2032,25,,,,
622,2028,26,,,,,2029,1,2032,26,,
623,2029,22,,,,,2032,22,,,,
624,2029,26,,,,,2032,26,,,,
625,2029,29,,,,,2031,3,2032,29,,
626,2029,31,,,,,2031,4,2032,31,,
627,2029,25,,,,,2032,25,,,,
628,2029,28,,,,,2032,28,,,,
629,2029,22,,,,,2031,7,2032,22,,
630,2029,22,,,,,2032,27,,,,
631,2029,20,,,,,2032,20,,,,
632,2030,4,2029,24,,,2033,24,,,,
633,2029,28,,,,,2032,2,2033,26,,
634,2029,31,,,,,2031,6,2033,31,,
635,2029,32,,,,,2033,32,,,,
636,2029,31,,,,,2032,1,2033,30,,
637,2029,24,,,,,2033,24,,,,
638,2029,28,,,,,2030,1,2033,28,,
639,2030,2,2029,25,,,2033,25,,,,
640,2030,6,2029,31,,,2033,31,,,,
641,2030,4,2029,29,,,2033,29,,,,
642,2029,24,,,,,2033,24,,,,
