timestamp,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3
43,58673,34,,,,,58684,18,58685,16,,
44,58678,36,,,,,58689,20,58690,16,,
45,58675,20,58674,29,,,58686,20,58687,29,,
46,58671,12,58670,23,,,58682,12,58683,23,,
47,58669,18,58668,18,,,58680,18,58681,18,,
48,58665,1,58664,13,58663,27,58674,1,58675,13,58676,27
49,58666,2,58665,10,58664,27,58675,2,58676,10,58677,27
50,58664,1,58660,1,58659,32,58670,18,58671,15,,
51,58658,17,58657,29,,,58669,17,58670,29,,
52,58655,2,58654,16,58653,25,58664,2,58665,16,58666,25
53,58649,40,,,,,58660,12,58661,28,,
54,58651,12,58650,25,,,58662,12,58663,25,,
55,58652,1,58651,39,,,58656,8,58662,19,58663,21
56,58649,2,58648,10,58647,16,58658,2,58659,10,58660,16
57,58650,1,58649,19,58648,29,58659,1,58660,48,,
58,58650,2,58649,16,58648,30,58654,3,58659,2,58660,16
59,58648,2,58647,34,,,58658,19,58659,17,,
60,58653,7,58648,18,58647,23,58659,18,58660,23,,
61,58648,20,58647,19,,,58658,1,58659,38,,
62,58652,1,58651,11,58650,23,58661,1,58662,11,58663,23
63,58652,15,58651,22,,,58663,15,58664,22,,
64,58653,1,58652,17,58651,24,58662,1,58663,17,58664,24
65,58655,12,58654,15,,,58666,12,58667,15,,
66,58650,2,58649,15,58648,23,58659,2,58660,15,58661,23
67,58648,12,58647,17,,,58658,1,58659,28,,
68,58654,2,58653,13,58652,26,58663,2,58664,13,58665,26
69,58659,2,58658,19,58657,20,58668,2,58669,19,58670,20
70,58658,1,58657,11,58656,27,58667,1,58668,11,58669,27
71,58656,1,58655,40,,,58666,15,58667,26,,
72,58657,1,58656,12,58655,15,58666,1,58667,12,58668,15
73,58655,1,58654,20,58653,22,58664,1,58665,42,,
74,58655,15,58654,15,,,58666,15,58667,15,,
75,58652,41,,,,,58663,19,58664,22,,
76,58648,13,58647,25,,,58659,13,58660,25,,
77,58653,1,58652,13,58651,20,58662,1,58663,13,58664,20
78,58646,11,58645,20,,,58657,11,58658,20,,
79,58650,6,58646,2,58645,11,58655,2,58656,11,58657,28
80,58641,2,58640,12,58639,18,58650,2,58651,12,58652,18
81,58641,17,58640,23,,,58652,17,58653,23,,
82,58643,2,58642,15,58641,15,58652,2,58653,15,58654,15
83,58640,19,58639,27,,,58651,19,58652,27,,
84,58645,20,58644,29,,,58656,20,58657,29,,
85,58645,2,58644,14,58643,27,58654,2,58655,14,58656,27
86,58653,2,58652,18,58651,20,58662,2,58663,18,58664,20
87,58651,7,58647,2,58646,18,58656,2,58657,18,58658,26
88,58646,1,58645,11,58644,24,58655,1,58656,11,58657,24
89,58648,11,58647,15,,,58659,26,,,,
90,58647,32,,,,,58658,12,58659,20,,
91,58642,10,58641,16,,,58653,10,58654,16,,
92,58646,2,58645,10,58644,20,58655,2,58656,30,,
93,58647,1,58646,16,58645,24,58656,1,58657,16,58658,24
94,58644,2,58643,10,58642,19,58653,2,58654,10,58655,19
95,58647,2,58646,10,58645,22,58656,2,58657,10,58658,22
96,58648,1,58647,10,58646,22,58657,1,58658,10,58659,22
97,58653,1,58652,12,58651,27,58662,1,58663,12,58664,27
98,58646,2,58645,16,58644,29,58655,2,58656,16,58657,29
99,58642,13,58641,26,,,58653,13,58654,26,,
100,58642,18,58641,15,,,58653,18,58654,15,,
101,58644,1,58643,37,,,58648,6,58654,11,58655,27
102,58642,17,58641,26,,,58653,17,58654,26,,
103,58643,1,58642,13,58641,22,58652,1,58653,35,,
104,58644,11,58643,25,,,58655,11,58656,25,,
105,58645,17,58644,16,,,58650,5,58656,17,58657,16
106,58644,16,58643,17,,,58655,16,58656,17,,
107,58635,16,58634,16,,,58646,16,58647,16,,
108,58637,18,58636,20,,,58648,18,58649,20,,
109,58640,1,58639,15,58638,25,58649,1,58650,15,58651,25
110,58638,1,58637,11,58636,25,58647,1,58648,11,58649,25
111,58638,1,58637,38,,,58648,19,58649,20,,
112,58640,14,58639,17,,,58650,2,58651,29,,
113,58638,2,58637,10,58636,20,58647,2,58648,10,58649,20
114,58634,20,58633,22,,,58645,20,58646,22,,
115,58634,1,58633,18,58632,16,58643,1,58644,18,58645,16
116,58631,2,58630,48,,,58641,22,58642,28,,
117,58629,2,58628,13,58627,28,58638,2,58639,13,58640,28
118,58627,1,58626,18,58625,19,58636,1,58637,18,58638,19
119,58626,1,58625,14,58624,30,58635,1,58636,14,58637,30
120,58632,1,58631,14,58630,16,58641,1,58642,14,58643,16
121,58640,2,58639,29,,,58650,12,58651,19,,
122,58644,2,58643,20,58642,27,58653,2,58654,20,58655,27
123,58643,1,58642,14,58641,24,58652,1,58653,14,58654,24
124,58637,11,58636,22,,,58648,11,58649,22,,
125,58638,1,58637,10,58636,16,58647,1,58648,10,58649,16
126,58627,16,58626,29,,,58638,16,58639,29,,
127,58623,1,58622,18,58621,23,58632,1,58633,18,58634,23
128,58627,2,58626,11,58625,30,58636,2,58637,11,58638,30
129,58629,15,58628,27,,,58639,2,58640,40,,
130,58629,2,58628,12,58627,15,58638,2,58639,12,58640,15
131,58637,11,58636,29,,,58648,11,58649,29,,
132,58636,2,58635,14,58634,18,58645,2,58646,14,58647,18
133,58637,1,58636,13,58635,23,58646,1,58647,13,58648,23
134,58640,17,58639,18,,,58645,1,58651,17,58652,18
135,58636,1,58635,10,58634,20,58645,1,58646,10,58647,20
136,58638,2,58637,42,,,58648,20,58649,24,,
137,58640,18,58639,16,,,58645,5,58651,18,58652,16
138,58637,12,58636,23,,,58638,2,58648,12,58649,23
139,58637,1,58636,20,58635,23,58646,1,58647,20,58648,23
140,58638,1,58637,39,,,58648,17,58649,23,,
141,58641,19,58640,22,,,58651,2,58652,39,,
142,58638,19,58637,17,,,58649,19,58650,17,,
143,58649,1,58648,15,58647,17,58658,1,58659,15,58660,17
144,58650,2,58649,14,58648,29,58659,2,58660,14,58661,29
145,58650,12,58649,25,,,58660,12,58661,25,,
146,58649,1,58648,19,58647,28,58653,1,58658,1,58659,19
147,58649,1,58648,10,58647,19,58658,1,58659,10,58660,19
148,58646,1,58645,12,58644,15,58655,1,58656,12,58657,15
149,58641,1,58640,12,58639,22,58650,1,58651,12,58652,22
150,58646,2,58645,17,58644,29,58655,2,58656,46,,
151,58645,1,58644,20,58643,26,58654,1,58655,20,58656,26
152,58653,2,58652,10,58651,16,58662,2,58663,10,58664,16
153,58649,2,58648,14,58647,17,58658,2,58659,14,58660,17
154,58650,14,58649,26,,,58661,40,,,,
155,58649,18,58648,16,,,58660,18,58661,16,,
156,58657,18,58656,21,,,58667,18,58668,21,,
157,58653,2,58652,18,58651,20,58662,2,58663,18,58664,20
158,58652,12,58651,28,,,58662,2,58663,38,,
159,58651,1,58650,13,58649,18,58660,1,58661,13,58662,18
160,58646,2,58645,12,58644,25,58655,2,58656,12,58657,25
161,58656,5,58651,13,58650,23,58661,1,58662,35,,
162,58648,36,,,,,58659,17,58660,19,,
163,58651,1,58650,19,58649,18,58660,1,58661,19,58662,18
164,58649,2,58648,17,58647,30,58653,7,58658,2,58659,17
165,58646,33,,,,,58657,16,58658,17,,
166,58646,20,58645,25,,,58657,20,58658,25,,
167,58646,18,58645,15,,,58657,18,58658,15,,
168,58649,2,58648,30,,,58659,12,58660,20,,
169,58650,2,58649,18,58648,30,58659,2,58660,18,58661,30
170,58652,1,58651,11,58650,26,58661,1,58662,11,58663,26
171,58659,11,58658,19,,,58669,1,58670,29,,
172,58660,1,58659,11,58658,29,58669,1,58670,11,58671,29
173,58658,1,58657,10,58656,18,58667,1,58668,10,58669,18
174,58666,15,58665,19,,,58677,15,58678,19,,
175,58667,2,58666,16,58665,27,58676,2,58677,16,58678,27
176,58668,1,58667,10,58666,16,58677,1,58678,10,58679,16
177,58675,40,,,,,58686,11,58687,29,,
178,58679,2,58678,11,58677,25,58688,2,58689,11,58690,25
179,58679,17,58678,29,,,58690,17,58691,29,,
180,58673,20,58672,28,,,58684,20,58685,28,,
181,58686,19,58685,17,,,58696,2,58697,34,,
182,58684,2,58683,20,58682,27,58693,2,58694,20,58695,27
183,58679,14,58678,21,,,58690,14,58691,21,,
184,58674,1,58673,16,58672,16,58683,1,58684,16,58685,16
185,58677,2,58676,10,58675,17,58686,2,58687,10,58688,17
186,58676,1,58675,14,58674,27,58685,1,58686,14,58687,27
187,58676,20,58675,17,,,58687,20,58688,17,,
188,58679,19,58678,26,,,58690,19,58691,26,,
189,58678,41,,,,,58689,15,58690,26,,
190,58678,1,58677,19,58676,26,58687,1,58688,19,58689,26
191,58677,2,58676,20,58675,30,58686,2,58687,20,58688,30
192,58673,19,58672,30,,,58684,19,58685,30,,
193,58679,2,58678,10,58677,22,58688,2,58689,10,58690,22
194,58682,22,58681,18,,,58692,2,58693,38,,
195,58687,14,58686,19,,,58698,14,58699,19,,
196,58691,1,58690,16,58689,24,58700,1,58701,16,58702,24
197,58697,7,58693,2,58692,10,58702,2,58703,10,58704,15
198,58691,2,58690,14,58689,25,58700,2,58701,14,58702,25
199,58695,1,58694,43,,,58699,7,58705,15,58706,29
200,58698,11,58697,19,,,58709,11,58710,19,,
201,58705,1,58704,12,58703,18,58714,1,58715,12,58716,18
202,58707,8,58702,16,58701,18,58713,34,,,,
203,58704,17,58703,27,,,58715,44,,,,
204,58702,1,58701,18,58700,27,58711,1,58712,18,58713,27
205,58700,1,58699,18,58698,21,58709,1,58710,18,58711,21
206,58699,1,58698,16,58697,22,58708,1,58709,16,58710,22
207,58696,11,58695,27,,,58707,11,58708,27,,
208,58699,21,58698,17,,,58709,21,58710,17,,
209,58695,2,58694,17,58693,26,58704,2,58705,17,58706,26
210,58694,1,58693,17,58692,20,58703,1,58704,17,58705,20
211,58694,11,58693,21,,,58699,6,58705,11,58706,21
212,58682,12,58681,29,,,58693,41,,,,
213,58675,14,58674,21,,,58686,18,58687,21,,
214,58669,1,58668,14,58667,22,58678,1,58679,14,58680,22
215,58672,2,58671,19,58670,24,58681,2,58682,19,58683,24
216,58669,3,58665,2,58664,16,58674,2,58675,16,58676,25
217,58662,18,58661,27,,,58672,2,58673,43,,
218,58658,1,58657,17,58656,20,58667,1,58668,17,58669,20
219,58657,14,58656,18,,,58668,14,58669,18,,
220,58674,8,58670,2,58669,17,58679,2,58680,17,58681,28
221,58670,19,58669,28,,,58681,19,58682,28,,
222,58672,19,58671,29,,,58683,19,58684,29,,
223,58682,3,58678,2,58677,40,58688,22,58689,20,,
224,58677,3,58672,21,58671,21,58682,1,58683,41,,
225,58674,12,58673,18,,,58685,12,58686,18,,
226,58668,1,58667,12,58666,20,58677,1,58678,12,58679,20
227,58670,1,58669,10,58668,21,58679,1,58680,10,58681,21
228,58673,1,58672,17,58671,26,58682,1,58683,17,58684,26
229,58671,1,58670,10,58669,27,58680,1,58681,10,58682,27
230,58668,1,58667,17,58666,24,58677,1,58678,17,58679,24
231,58661,2,58660,38,,,58665,1,58670,2,58671,15
232,58673,1,58672,18,58671,15,58682,1,58683,18,58684,15
233,58675,2,58674,19,58673,20,58684,2,58685,19,58686,20
234,58674,15,58673,23,,,58684,1,58685,37,,
235,58675,17,58674,23,,,58685,17,58686,23,,
236,58673,2,58672,40,,,58683,15,58684,27,,
237,58673,1,58672,33,,,58683,11,58684,23,,
238,58673,13,58672,20,,,58684,13,58685,20,,
239,58677,12,58676,25,,,58688,12,58689,25,,
240,58675,18,58674,24,,,58686,18,58687,24,,
241,58683,3,58674,2,58673,17,58684,17,58685,23,,
242,58667,1,58666,16,58665,22,58676,1,58677,16,58678,22
243,58669,17,58668,20,,,58680,17,58681,20,,
244,58669,1,58668,13,58667,26,58678,1,58679,13,58680,26
245,58665,2,58664,18,58663,26,58674,2,58675,18,58676,26
246,58664,2,58663,15,58662,20,58673,2,58674,15,58675,20
247,58659,2,58658,13,58657,26,58663,8,58668,2,58669,13
248,58659,12,58658,18,,,58670,30,,,,
249,58665,14,58664,23,,,58676,14,58677,23,,
250,58668,1,58667,16,58666,15,58677,1,58678,16,58679,15
251,58660,1,58659,15,58658,28,58669,1,58670,15,58671,28
252,58667,2,58666,18,58665,20,58676,2,58677,18,58678,20
253,58668,1,58667,11,58666,16,58672,1,58677,1,58678,11
254,58674,2,58673,10,58672,30,58683,2,58684,40,,
255,58673,1,58672,19,58671,28,58682,1,58683,19,58684,28
256,58668,11,58667,22,,,58679,11,58680,22,,
257,58664,1,58663,12,58662,18,58673,1,58674,12,58675,18
258,58660,2,58659,20,58658,17,58669,2,58670,20,58671,17
259,58661,2,58660,11,58659,19,58670,2,58671,11,58672,19
260,58659,10,58658,27,,,58670,10,58671,27,,
261,58659,14,58658,27,,,58669,1,58670,40,,
262,58659,2,58658,13,58657,30,58668,2,58669,13,58670,30
263,58660,1,58659,36,,,58670,17,58671,20,,
264,58662,5,58657,34,,,58668,19,58669,15,,
265,58661,1,58660,16,58659,28,58670,1,58671,16,58672,28
266,58653,2,58652,15,58651,17,58662,2,58663,15,58664,17
267,58645,14,58644,16,,,58656,14,58657,16,,
268,58643,35,,,,,58654,15,58655,20,,
269,58650,15,58649,16,,,58661,15,58662,16,,
270,58649,1,58648,11,58647,19,58658,1,58659,11,58660,19
271,58644,2,58643,16,58642,28,58653,2,58654,16,58655,28
272,58643,2,58642,15,58641,29,58652,2,58653,15,58654,29
273,58647,13,58646,28,,,58658,13,58659,28,,
274,58650,1,58649,17,58648,23,58659,1,58660,17,58661,23
275,58650,15,58649,18,,,58661,15,58662,18,,
276,58656,20,58655,26,,,58666,20,58667,26,,
277,58649,20,58648,24,,,58659,2,58660,42,,
278,58656,2,58655,17,58654,29,58665,2,58666,17,58667,29
279,58652,14,58651,20,,,58663,14,58664,20,,
280,58655,14,58654,20,,,58666,14,58667,20,,
281,58654,1,58653,10,58652,29,58663,1,58664,10,58665,29
282,58655,15,58654,18,,,58666,15,58667,18,,
283,58650,2,58649,11,58648,22,58659,2,58660,11,58661,22
284,58644,13,58643,25,,,58655,13,58656,25,,
285,58645,2,58644,16,58643,16,58654,2,58655,16,58656,16
286,58639,14,58638,21,,,58649,2,58650,33,,
287,58635,2,58634,11,58633,29,58644,2,58645,11,58646,29
288,58632,10,58631,26,,,58643,10,58644,26,,
289,58632,1,58631,14,58630,30,58641,1,58642,14,58643,30
290,58635,2,58634,16,58633,16,58644,2,58645,16,58646,16
291,58633,15,58632,18,,,58644,15,58645,18,,
292,58639,1,58638,18,58637,19,58648,1,58649,18,58650,19
293,58641,1,58640,15,58639,25,58650,1,58651,15,58652,25
294,58638,2,58637,11,58636,21,58647,2,58648,11,58649,21
295,58642,19,58641,28,,,58653,19,58654,28,,
296,58641,14,58640,28,,,58651,1,58652,41,,
297,58642,1,58641,17,58640,19,58651,1,58652,17,58653,19
298,58647,38,,,,,58658,15,58659,23,,
299,58654,2,58653,10,58652,30,58663,2,58664,10,58665,30
300,58654,2,58653,19,58652,15,58658,2,58663,2,58664,19
301,58657,1,58656,16,58655,24,58666,1,58667,16,58668,24
302,58659,2,58658,46,,,58669,21,58670,27,,
303,58664,2,58663,44,,,58674,17,58675,29,,
304,58671,2,58666,18,58665,25,58677,18,58678,25,,
305,58664,2,58663,12,58662,17,58673,2,58674,12,58675,17
306,58668,2,58667,13,58666,15,58677,2,58678,13,58679,15
307,58670,2,58669,39,,,58680,19,58681,22,,
308,58671,2,58670,15,58669,21,58680,2,58681,15,58682,21
309,58673,17,58672,23,,,58684,17,58685,23,,
310,58684,2,58683,18,58682,27,58693,2,58694,18,58695,27
311,58685,15,58684,30,,,58690,4,58696,15,58697,30
312,58692,1,58691,40,,,58701,1,58702,18,58703,22
313,58689,2,58688,16,58687,22,58698,2,58699,16,58700,22
314,58685,36,,,,,58696,14,58697,22,,
315,58688,1,58687,45,,,58698,21,58699,25,,
316,58694,14,58693,19,,,58705,14,58706,19,,
317,58694,33,,,,,58705,15,58706,18,,
318,58692,2,58691,11,58690,26,58701,2,58702,11,58703,26
319,58688,2,58687,19,58686,15,58697,2,58698,19,58699,15
320,58688,2,58687,10,58686,24,58697,2,58698,10,58699,24
321,58684,50,,,,,58695,20,58696,30,,
322,58689,1,58688,45,,,58698,1,58699,19,58700,26
323,58687,2,58686,49,,,58697,22,58698,29,,
324,58686,16,58685,27,,,58691,1,58697,43,,
325,58685,2,58684,18,58683,27,58694,2,58695,18,58696,27
326,58685,2,58684,13,58683,20,58694,2,58695,13,58696,20
327,58679,2,58678,16,58677,25,58683,1,58688,2,58689,16
328,58676,14,58675,29,,,58687,43,,,,
329,58671,1,58670,16,58669,15,58675,1,58680,1,58681,16
330,58664,16,58663,18,,,58675,16,58676,18,,
331,58666,1,58665,17,58664,24,58675,1,58676,17,58677,24
332,58670,1,58669,20,58668,18,58679,1,58680,20,58681,18
333,58669,20,58668,23,,,58679,1,58680,42,,
334,58670,12,58669,22,,,58681,34,,,,
335,58671,2,58670,11,58669,20,58680,2,58681,11,58682,20
336,58672,18,58671,20,,,58677,2,58683,18,58684,20
337,58675,1,58674,16,58673,15,58684,1,58685,16,58686,15
338,58666,10,58665,22,,,58677,10,58678,22,,
339,58668,1,58667,15,58666,24,58677,1,58678,15,58679,24
340,58670,2,58669,20,58668,19,58679,2,58680,20,58681,19
341,58672,2,58671,11,58670,15,58681,2,58682,26,,
342,58669,2,58668,14,58667,20,58678,2,58679,14,58680,20
343,58668,1,58667,17,58666,15,58677,1,58678,17,58679,15
344,58661,2,58660,32,,,58671,18,58672,16,,
345,58661,2,58660,20,58659,24,58670,2,58671,44,,
346,58658,11,58657,18,,,58668,11,58669,18,,
347,58661,16,58660,29,,,58671,2,58672,43,,
348,58662,2,58661,16,58660,26,58671,2,58672,16,58673,26
349,58655,26,,,,,58666,10,58667,16,,
350,58653,35,,,,,58658,1,58664,14,58665,21
351,58656,2,58655,17,58654,27,58665,2,58666,17,58667,27
352,58653,13,58652,25,,,58664,13,58665,25,,
353,58658,12,58657,27,,,58668,12,58669,27,,
354,58652,2,58651,20,58650,23,58661,2,58662,20,58663,23
355,58652,2,58651,20,58650,26,58661,2,58662,20,58663,26
356,58647,1,58646,45,,,58657,20,58658,26,,
357,58647,2,58646,13,58645,27,58656,2,58657,13,58658,27
358,58648,7,58644,2,58643,14,58653,2,58654,14,58655,18
359,58645,2,58644,19,58643,16,58654,2,58655,19,58656,16
360,58645,10,58644,26,,,58656,10,58657,26,,
361,58645,2,58644,20,58643,26,58654,2,58655,20,58656,26
362,58645,1,58644,42,,,58655,17,58656,26,,
363,58640,1,58639,33,,,58650,11,58651,23,,
364,58638,17,58637,23,,,58648,17,58649,23,,
365,58638,2,58637,16,58636,22,58647,2,58648,16,58649,22
366,58643,1,58642,12,58641,27,58652,1,58653,12,58654,27
367,58639,1,58638,19,58637,24,58648,1,58649,19,58650,24
368,58639,16,58638,20,,,58649,2,58650,34,,
369,58636,16,58635,28,,,58647,16,58648,28,,
370,58635,13,58634,20,,,58645,13,58646,20,,
371,58627,15,58626,18,,,58632,5,58638,15,58639,18
372,58631,2,58630,15,58629,29,58640,2,58641,15,58642,29
373,58632,1,58631,16,58630,24,58641,1,58642,16,58643,24
374,58645,4,58635,13,58634,17,58646,13,58647,17,,
375,58643,15,58642,15,,,58653,15,58654,15,,
376,58647,20,58646,26,,,58657,20,58658,26,,
377,58646,4,58641,10,58640,28,58652,10,58653,28,,
378,58638,2,58637,16,58636,16,58647,2,58648,16,58649,16
379,58644,2,58643,20,58642,25,58653,2,58654,20,58655,25
380,58648,20,58647,23,,,58659,43,,,,
381,58648,1,58647,10,58646,17,58657,1,58658,27,,
382,58646,2,58645,16,58644,29,58655,2,58656,16,58657,29
383,58640,15,58639,25,,,58651,15,58652,25,,
384,58646,2,58645,18,58644,19,58655,2,58656,18,58657,19
385,58639,2,58638,18,58637,27,58648,2,58649,18,58650,27
386,58637,2,58636,13,58635,15,58646,2,58647,13,58648,15
387,58635,2,58634,10,58633,17,58644,2,58645,10,58646,17
388,58636,2,58635,34,,,58645,2,58646,10,58647,24
389,58638,8,58634,2,58633,18,58643,2,58644,18,58645,16
390,58627,1,58626,15,58625,24,58636,1,58637,15,58638,24
391,58628,2,58627,16,58626,28,58637,2,58638,16,58639,28
392,58629,15,58628,28,,,58640,15,58641,28,,
393,58629,11,58628,26,,,58640,37,,,,
394,58638,7,58633,34,,,58644,11,58645,23,,
395,58631,19,58630,19,,,58642,19,58643,19,,
396,58633,20,58632,22,,,58643,1,58644,41,,
397,58637,1,58636,11,58635,27,58646,1,58647,11,58648,27
398,58630,15,58629,17,,,58640,2,58641,30,,
399,58639,1,58638,19,58637,17,58648,1,58649,19,58650,17
400,58637,1,58636,19,58635,19,58646,1,58647,19,58648,19
401,58631,19,58630,17,,,58642,19,58643,17,,
402,58635,1,58634,16,58633,16,58644,1,58645,16,58646,16
403,58632,1,58631,20,58630,25,58641,1,58642,20,58643,25
404,58639,2,58638,20,58637,25,58648,2,58649,20,58650,25
405,58644,1,58643,14,58642,27,58653,1,58654,14,58655,27
406,58639,12,58638,26,,,58650,12,58651,26,,
407,58638,1,58637,15,58636,23,58647,1,58648,15,58649,23
408,58635,18,58634,29,,,58646,18,58647,29,,
409,58636,16,58635,27,,,58647,16,58648,27,,
410,58634,17,58633,22,,,58644,1,58645,38,,
411,58633,2,58632,19,58631,22,58642,2,58643,19,58644,22
412,58635,19,58634,17,,,58645,19,58646,17,,
413,58635,20,58634,29,,,58646,20,58647,29,,
414,58638,1,58637,46,,,58648,20,58649,27,,
415,58636,2,58635,32,,,58646,18,58647,16,,
416,58637,13,58636,16,,,58648,13,58649,16,,
417,58633,19,58632,23,,,58643,19,58644,23,,
418,58637,1,58636,19,58635,26,58646,1,58647,19,58648,26
419,58640,16,58639,27,,,58651,16,58652,27,,
420,58638,1,58637,11,58636,30,58647,1,58648,11,58649,30
421,58634,15,58633,18,,,58645,15,58646,18,,
422,58634,19,58633,30,,,58645,49,,,,
423,58633,2,58632,15,58631,19,58642,2,58643,15,58644,19
424,58633,2,58632,42,,,58642,2,58643,16,58644,26
425,58633,13,58632,25,,,58644,13,58645,25,,
426,58631,33,,,,,58642,16,58643,17,,
427,58629,1,58628,13,58627,19,58638,1,58639,13,58640,19
428,58626,17,58625,21,,,58637,17,58638,21,,
429,58633,17,58632,15,,,58644,32,,,,
430,58638,1,58637,17,58636,17,58647,1,58648,17,58649,17
431,58638,1,58637,37,,,58642,7,58648,14,58649,24
432,58641,2,58640,13,58639,24,58650,2,58651,13,58652,24
433,58647,17,58646,22,,,58658,17,58659,22,,
434,58650,2,58649,34,,,58659,2,58660,15,58661,19
435,58645,1,58644,13,58643,24,58654,1,58655,13,58656,24
436,58660,3,58650,11,58649,18,58661,11,58662,18,,
437,58659,19,58658,30,,,58669,1,58670,48,,
438,58659,1,58658,17,58657,23,58668,1,58669,17,58670,23
439,58659,2,58658,11,58657,15,58668,2,58669,11,58670,15
440,58657,2,58656,16,58655,16,58666,2,58667,16,58668,16
441,58655,2,58654,13,58653,28,58664,2,58665,13,58666,28
442,58653,14,58652,29,,,58664,14,58665,29,,
443,58651,2,58650,10,58649,27,58660,2,58661,37,,
444,58646,1,58645,13,58644,16,58655,1,58656,13,58657,16
445,58642,14,58641,28,,,58653,14,58654,28,,
446,58652,4,58643,1,58642,20,58653,20,58654,23,,
447,58637,2,58636,13,58635,25,58646,2,58647,13,58648,25
448,58625,10,58624,24,,,58636,10,58637,24,,
449,58630,6,58626,2,58625,20,58635,2,58636,20,58637,24
450,58620,1,58619,19,58618,16,58629,1,58630,19,58631,16
451,58612,20,58611,16,,,58623,20,58624,16,,
452,58618,8,58614,1,58613,32,58623,1,58624,13,58625,19
453,58611,15,58610,25,,,58622,15,58623,25,,
454,58608,17,58607,28,,,58619,17,58620,28,,
455,58607,13,58606,29,,,58617,13,58618,29,,
456,58609,1,58608,16,58607,28,58613,4,58618,1,58619,44
457,58611,2,58610,11,58609,29,58620,2,58621,11,58622,29
458,58613,2,58612,17,58611,15,58622,2,58623,17,58624,15
459,58610,1,58609,16,58608,15,58619,1,58620,16,58621,15
460,58609,16,58608,30,,,58620,16,58621,30,,
461,58603,13,58602,27,,,58614,13,58615,27,,
462,58606,15,58605,19,,,58617,15,58618,19,,
463,58609,2,58608,11,58607,21,58618,2,58619,11,58620,21
464,58607,12,58606,28,,,58618,12,58619,28,,
465,58607,1,58606,20,58605,20,58616,1,58617,20,58618,20
466,58615,20,58614,21,,,58626,20,58627,21,,
467,58619,1,58618,14,58617,21,58628,1,58629,14,58630,21
468,58622,3,58617,12,58616,29,58628,12,58629,29,,
469,58620,1,58619,17,58618,27,58629,1,58630,17,58631,27
470,58623,1,58622,36,,,58632,1,58633,20,58634,16
471,58621,15,58620,30,,,58632,15,58633,30,,
472,58624,2,58623,46,,,58633,2,58634,19,58635,27
473,58629,19,58628,22,,,58634,3,58640,19,58641,22
474,58625,20,58624,29,,,58636,20,58637,29,,
475,58637,7,58633,1,58632,11,58642,1,58643,11,58644,17
