timestamp,price,quantity
6978,13366,2
6993,13365,4
7020,13371,5
7026,13367,3
7032,13368,5
7034,13368,2
7051,13371,2
7052,13372,4
7065,13368,3
7094,13369,5
7118,13364,2
7119,13365,1
7129,13370,1
7135,13368,4
7145,13367,2
7160,13370,5
7165,13372,1
7168,13373,3
7180,13376,2
7190,13379,4
7196,13381,4
7218,13385,6
7223,13386,3
7235,13392,2
7236,13389,5
7274,13393,3
7276,13394,4
7287,13399,2
7296,13395,1
7299,13394,3
7327,13396,2
7330,13394,3
7347,13387,3
7362,13389,5
7364,13388,3
7408,13377,3
7413,13380,3
7419,13378,2
7426,13381,5
7440,13386,4
7451,13377,2
7462,13378,3
7466,13380,1
7467,13381,5
7467,13382,4
7478,13379,4
7480,13380,5
7497,13380,5
7522,13378,1
7557,13375,3
7562,13376,4
7563,13379,3
7575,13380,4
7576,13379,5
7589,13382,10
7590,13384,2
7603,13386,2
7606,13385,3
7613,13387,1
7633,13384,2
7642,13381,1
7646,13379,2
7674,13375,4
7675,13374,3
7681,13372,3
7688,13370,1
7690,13370,5
7710,13371,2
7713,13370,4
7720,13371,3
7728,13373,2
7733,13377,1
7737,13376,4
7744,13378,4
7747,13376,5
7747,13377,2
7764,13372,2
7775,13372,4
7776,13373,8
7783,13375,1
7786,13376,2
7787,13374,4
7795,13371,2
7797,13371,4
7814,13370,4
7827,13371,1
7853,13372,4
7875,13370,10
7886,13370,2
7893,13373,4
7896,13371,2
7900,13369,3
7918,13372,1
7922,13370,2
7923,13372,1
7935,13369,9
7939,13370,1
7949,13374,5
7950,13372,2
7954,13374,5
7955,13374,2
7966,13377,5
7985,13375,1
7991,13373,5
8000,13371,3
8002,13372,3
8006,13373,1
8011,13375,1
8016,13375,3
8025,13378,4
8032,13377,1
8033,13377,5
8041,13376,4
8047,13375,1
8050,13375,3
8063,13374,5
8066,13372,5
8081,13378,1
8086,13376,1
8095,13380,5
8100,13380,3
8109,13381,4
8110,13380,3
8112,13381,4
8118,13382,3
8123,13382,11
8124,13382,7
8126,13382,5
8134,13384,2
8136,13382,3
8140,13381,3
8146,13384,2
8149,13383,4
8157,13385,1
8176,13381,5
8187,13384,4
8189,13382,4
8192,13381,4
8201,13385,2
8202,13386,3
8204,13386,4
8238,13381,1
8243,13377,2
8246,13378,2
8257,13374,1
8260,13373,2
8267,13373,1
8272,13375,2
8273,13373,3
8277,13373,5
8303,13372,2
8320,13370,4
8341,13366,11
8364,13373,2
8373,13371,4
8381,13374,4
8405,13370,8
8409,13372,2
8410,13372,5
8413,13372,7
8421,13374,3
8428,13375,3
8441,13375,5
8443,13375,1
8455,13375,5
8472,13372,5
8475,13374,2
8484,13373,5
8488,13375,1
8492,13373,1
8505,13369,4
8508,13366,5
8533,13365,10
8543,13368,5
8550,13367,2
8552,13365,1
8556,13365,4
8561,13366,9
8572,13367,5
8575,13368,1
8582,13367,5
8583,13367,2
8594,13368,5
8597,13370,1
8603,13371,4
8614,13369,5
8622,13373,2
8630,13372,5
8634,13370,4
8636,13371,5
8650,13373,5
8688,13373,1
8695,13378,5
8696,13377,5
8696,13377,5
8722,13380,7
8731,13377,5
8744,13376,2
8745,13375,7
8748,13376,5
8752,13378,4
8762,13382,5
8763,13382,1
8773,13379,2
8776,13379,5
8778,13378,4
8824,13377,3
8830,13377,5
8846,13376,2
8863,13372,5
8874,13372,5
8877,13371,3
8884,13373,1
8897,13375,5
8927,13374,1
8931,13373,1
8954,13370,4
8974,13374,2
8985,13371,5
8991,13373,3
8998,13373,8
9016,13371,4
9024,13372,4
9053,13377,5
9056,13380,1
9062,13380,5
9063,13381,11
9072,13382,2
9079,13384,4
9090,13383,1
9103,13382,11
9127,13391,1
9129,13392,1
9134,13391,3
9147,13393,4
9158,13390,1
9162,13395,3
9168,13395,4
9174,13393,3
9191,13387,9
9197,13387,2
9200,13387,1
9243,13384,5
9256,13389,2
9260,13387,1
9263,13388,1
9264,13391,1
9266,13394,2
9274,13396,2
9307,13398,4
9315,13394,3
9322,13397,3
9349,13401,3
9359,13405,1
9365,13403,3
9375,13403,5
9377,13402,1
9382,13402,3
9394,13403,6
9401,13405,2
9415,13408,3
9417,13407,4
9430,13408,5
9436,13407,2
9439,13411,2
9445,13409,1
9446,13410,3
9484,13402,4
9505,13400,3
9519,13398,3
9532,13403,5
9545,13399,5
9555,13404,3
9557,13404,4
9599,13391,2
9614,13389,8
9637,13389,1
9638,13388,4
9666,13390,2
9674,13387,3
9685,13388,2
9689,13390,4
9693,13388,2
9699,13392,2
9708,13395,2
9711,13394,2
9712,13394,4
9721,13391,3
9739,13391,4
9766,13396,3
9767,13394,5
9775,13396,3
9816,13402,1
9831,13401,4
9838,13400,1
9848,13400,1
9849,13400,5
9859,13405,4
9895,13405,1
9907,13409,2
9912,13412,3
9922,13413,5
9925,13414,2
9935,13414,5
9944,13414,1
9946,13412,5
9959,13414,3
9973,13417,2
9975,13418,3
9987,13414,5
9989,13415,4
9993,13417,1
